workLabel,publicationYear,authorLabel,authorCountryLabel
Семь этюдов по физике,2014,"Ровелли, Карло",Италия
L'Île du lézard vert,1992,Эдуардо Манет,Франция
L'Île du lézard vert,1992,Эдуардо Манет,Куба
"И снова Муфта, Полботинка и Моховая Борода. Новая книга о накситраллях. Часть первая",1979,Эно Рауд,Эстония
Дикий ирис,1992,Луиза Глюк,США
Sapiens: Краткая история человечества,2011,Юваль Ной Харари,Израиль
"Муфта, Полботинка и Моховая Борода. Книга вторая",1975,Эно Рауд,Эстония
Легенды и мифы Древней Греции,1914,Николай Альбертович Кун,Российская империя
Легенды и мифы Древней Греции,1937,Николай Альбертович Кун,Российская империя
Ильм аль-маляхан фи ильм аль-фаляхан,,Абду-ль-Гани ан-Наблуси,Османская империя
Cithara Sanctorum,1636,"Трановский, Юрай",
Семь этюдов по физике,2014,"Ровелли, Карло",США
аль-Йавакит  ва аль-джавахир фи байна акаид аль-акабир,,Абд аль-Ваххаб аш-Шарани,эялет Египет
Из-за чести,,Александр Ширванзаде,СССР
Храбрый Назар,1923,"Демирчян, Дереник Карапетович",СССР
Славянский Орфей,,"Стефанович, Зоран",Сербия
"И снова Муфта, Полботинка и Моховая Борода. Новая книга о накситраллях. Часть вторая",1982,Эно Рауд,Эстония
Ржавчина и кость,2005,Крэг Дэвидсон,Канада
Из-за чести,,Александр Ширванзаде,Российская империя
Храбрый Назар,1923,"Демирчян, Дереник Карапетович",Российская империя
